stkcd,shortname,aisoftinvest,aihardinvest,aiinvesttotal,aiinvestlevel,year
2497,雅化集团,7160676.66,8190371.77,15351048.43,0.0055,2013
2497,雅化集团,7622571.52,5624521.24,13247092.76,0.0046,2015
2497,雅化集团,9518168.47,5501168.81,15019337.28,0.0046,2016
2497,雅化集团,8760791.38,19001106.31,27761897.69,0.0064,2017
2497,雅化集团,8830082.09,18563427.82,27393509.91,0.0058,2018
2497,雅化集团,7147165.01,18218072.23,25365237.24,0.0049,2019
2497,雅化集团,7465968.15,18258353.67,25724321.82,0.0037,2020
2497,雅化集团,5285513.42,19026669.62,24312183.04,0.0027,2021
2497,雅化集团,4738909.73,20295711.55,25034621.28,0.0017,2022
2497,雅化集团,4044483.68,22036127.21,26080610.89,0.0018,2023
2500,山西证券,26830166.0,77070177.0,103900343.0,0.0059,2010
2500,山西证券,27453425.0,74294117.0,101747542.0,0.0078,2011
2500,山西证券,34021527.0,63260235.0,97281762.0,0.0076,2012
2500,山西证券,46379241.0,62577199.0,108956440.0,0.0066,2013
2500,山西证券,56796378.0,59638722.0,116435100.0,0.0042,2014
2500,山西证券,84574611.0,61571185.0,146145796.0,0.003,2015
2500,山西证券,92060725.0,56815321.0,148876046.0,0.0031,2016
2500,山西证券,92636714.0,95852926.0,188489640.0,0.0036,2017
2500,山西证券,102234060.0,93139130.0,195373190.0,0.0034,2018
2500,山西证券,105094139.0,89893888.0,194988027.0,0.0035,2019
2500,山西证券,130875225.0,92951840.0,223827065.0,0.0036,2020
2500,山西证券,160327826.0,131172436.0,291500262.0,0.0038,2021
2500,山西证券,182133494.0,123206038.0,305339532.0,0.0037,2022
2500,山西证券,211409647.0,142001590.0,353411237.0,0.0046,2023
2501,利源精制,5772528.55,1705451.39,7477979.94,0.004,2022
2501,利源股份,5167639.29,1749799.93,6917439.22,0.0041,2023
2504,弘高创意,739636.88,868288.07,1607924.95,0.0003,2016
2504,弘高创意,241236.46,417450.3,658686.76,0.0001,2018
2504,弘高创意,128842.78,236935.94,365778.72,0.0001,2019
2504,弘高创意,83495.55,217041.69,129127.78,0.0,2020
2505,大康牧业,161493.5,313141.73,474635.23,0.0006,2010
2505,大康牧业,342864.37,2483171.91,2826036.28,0.0031,2011
2505,大康牧业,484674.16,4002739.8,4487413.96,0.0037,2012
2505,大康牧业,566265.21,4208858.46,4775123.67,0.0036,2013
2505,大康牧业,2200482.34,5428502.63,7628984.97,0.0009,2015
2505,大康农业,18362713.15,1194405.09,19557118.24,0.0012,2016
2505,大康农业,26029806.06,1242084.81,27271890.87,0.0017,2017
2505,大康农业,62511042.57,1433676.71,63944719.28,0.0046,2018
2505,大康农业,51906353.88,2279794.78,54186148.66,0.0041,2019
2505,大康农业,37724100.13,3169083.94,40893184.07,0.0028,2020
2505,鹏都农牧,40770199.38,4363280.36,45133479.74,0.0035,2021
2505,鹏都农牧,55866366.87,7171488.36,63037855.23,0.0038,2022
2505,鹏都农牧,78044337.88,10174039.08,88218376.96,0.0057,2023
2509,天广消防,86566.67,352381.61,438948.28,0.0006,2010
2509,天广消防,75766.67,1368831.64,1444598.31,0.0019,2011
2509,天广消防,74034.17,1409754.64,1483788.81,0.0016,2012
2509,天广消防,575183.6,1348448.62,1923632.22,0.0019,2013
2510,天汽模,941051.03,7409273.12,8350324.15,0.0028,2013
2510,天汽模,4880627.87,17086892.48,21967520.35,0.0059,2015
2510,天汽模,6292154.55,35730815.59,42022970.14,0.0099,2016
2510,天汽模,4833049.76,30444107.26,35277157.02,0.0074,2017
2510,天汽模,3493042.88,28610191.48,32103234.36,0.0056,2018
2510,天汽模,2010465.65,24308021.35,26318487.0,0.0045,2019
2510,天汽模,1003262.5,19540752.19,20544014.69,0.0037,2020
2510,天汽模,1021691.72,19629303.93,20650995.65,0.0042,2021
2510,天汽模,984884.26,17841643.99,18826528.25,0.0033,2022
2510,天汽模,951929.77,16547486.78,17499416.55,0.0029,2023
2512,达华智能,109421.35,638491.48,747912.83,0.0008,2010
2512,达华智能,12749811.81,17921063.4,30670875.21,0.0061,2015
2512,达华智能,15660398.66,20278033.93,35938432.59,0.0056,2016
2512,达华智能,16050188.19,21486103.91,37536292.1,0.0048,2017
2512,达华智能,12562320.15,17188469.11,29750789.26,0.0051,2018
2512,达华智能,15447206.95,14116528.97,29563735.92,0.0054,2019
2512,达华智能,4739976.04,12441968.42,17181944.46,0.0039,2020
2512,达华智能,2680800.12,25201121.79,27881921.91,0.0065,2021
2512,达华智能,2706237.56,33781489.74,36487727.3,0.0071,2022
2512,达华智能,1843092.28,79197360.39,81040452.67,0.0181,2023
2513,蓝丰生化,374817.68,4543354.72,4918172.4,0.0021,2012
2513,蓝丰生化,293544.22,4493668.76,4787212.98,0.0018,2013
2513,蓝丰生化,354841.39,3352041.98,3706883.37,0.0009,2015
2513,蓝丰生化,214841.79,2753873.01,2968714.8,0.0007,2017
2513,蓝丰生化,136416.83,3136091.76,3272508.59,0.0009,2018
2513,蓝丰生化,47205.91,3734411.28,3781617.19,0.0014,2019
2514,宝馨科技,2781994.91,5572318.97,8354313.88,0.0059,2015
2514,宝馨科技,1569390.37,13073911.12,14643301.49,0.0051,2023
2516,江苏旷达,1287666.48,8987174.24,10274840.72,0.0036,2013
2517,泰亚股份,2374993.49,12718057.04,15093050.53,0.0111,2015
2517,恺英网络,1494369.27,10002889.65,11497258.92,0.0028,2016
2517,恺英网络,2335597.07,9627426.99,11963024.06,0.002,2017
2517,恺英网络,3204584.11,11311313.16,14515897.27,0.0024,2018
2517,恺英网络,1212610.85,11832458.22,13045069.07,0.0034,2019
2517,恺英网络,604345.07,6700441.86,7304786.93,0.0021,2020
2517,恺英网络,8152693.05,7899846.7,16052539.75,0.0036,2021
2517,恺英网络,17944759.54,12360141.64,30304901.18,0.0052,2022
2517,恺英网络,11424269.41,10512819.6,21937089.01,0.0033,2023
2518,科士达,860665.97,21448401.84,22309067.81,0.0152,2010
2518,科士达,1749485.74,30635432.38,32384918.12,0.0214,2011
2518,科士达,6096228.16,35138021.68,41234249.84,0.025,2012
2518,科士达,6035555.23,42376288.04,48411843.27,0.0237,2013
2518,科士达,5227916.3,67612563.35,72840479.65,0.0258,2016
2518,科士达,7652302.34,85054249.23,92706551.57,0.0243,2017
2518,科士达,10285232.6,103337558.6,113622791.2,0.0321,2018
2518,科士达,11892235.99,98698148.52,110590384.5,0.0273,2019
2518,科士达,12416732.73,103052959.5,115469692.2,0.0279,2020
2518,科士达,14329559.79,111550599.4,125880159.1,0.0254,2021
2518,科士达,15836850.07,117889548.8,133726398.9,0.0215,2022
2518,科士达,17084289.9,119230646.8,136314936.7,0.0198,2023
2519,银河电子,90556384.88,63843908.46,154400293.3,0.0432,2015
2519,银河电子,75284587.77,27267605.9,102552193.7,0.021,2016
2519,银河电子,60092630.12,28358654.44,88451284.56,0.017,2017
2519,银河电子,47853886.94,32209094.4,80062981.34,0.0221,2018
2519,银河电子,30107233.41,28700028.74,58807262.15,0.0172,2019
2519,银河电子,14902797.99,25365607.53,40268405.52,0.0104,2020
2519,银河电子,827312.98,18477105.35,19304418.33,0.0056,2021
2519,银河电子,113541.48,16976543.52,17090085.0,0.0047,2022
2521,齐峰新材,37667.01,6858911.65,6896578.66,0.0017,2015
2523,天桥起重,1982855.43,7905977.86,9888833.29,0.0022,2023
2524,光正钢构,238948.06,2633255.54,2872203.6,0.0039,2011
2524,光正钢构,370942.31,4838116.51,5209058.82,0.0056,2012
2524,光正集团,329244.0,6305990.11,6635234.11,0.0033,2013
2524,光正集团,988045.87,6969554.25,7957600.12,0.0041,2015
2524,光正集团,610119.59,5158122.11,5768241.7,0.0034,2017
2524,光正集团,4573617.69,8635875.5,13209493.19,0.0049,2018
2524,光正集团,3052505.07,1227383.89,4279888.96,0.0024,2019
2524,光正眼科,1660508.0,2128956.63,3789464.63,0.0025,2020
2524,光正眼科,2721126.08,1203466.03,3924592.11,0.0021,2021
2524,光正眼科,2794108.84,1516956.56,4311065.4,0.0028,2022
2524,光正眼科,3841164.62,2597100.33,6438264.95,0.0042,2023
2526,山东矿机,833502.96,3507730.47,4341233.43,0.0015,2010
2526,山东矿机,523056.39,5910070.41,6433126.8,0.0023,2011
2526,山东矿机,1194026.81,7262889.85,8456916.66,0.0028,2012
2526,山东矿机,1413851.85,21282631.74,22696483.59,0.0066,2013
2526,山东矿机,2087978.9,22050709.73,24138688.63,0.0064,2014
2528,英飞拓,1110297.57,8344698.47,9454996.04,0.0041,2011
2528,英飞拓,20047082.32,13614823.8,33661906.12,0.0137,2012
2528,英飞拓,17852372.07,18247316.2,36099688.27,0.015,2013
2528,英飞拓,13437511.12,21288507.72,34726018.84,0.0131,2014
2528,英飞拓,16752398.85,25478050.36,42230449.21,0.0143,2015
2528,英飞拓,11527695.37,24616775.12,36144470.49,0.0089,2016
2528,英飞拓,12907306.63,28144469.88,41051776.51,0.0093,2017
2528,英飞拓,16888524.58,27894065.7,44782590.28,0.0082,2018
2528,英飞拓,75117036.56,25966282.73,101083319.3,0.0163,2019
2528,英飞拓,85974522.09,31902153.02,117876675.1,0.0161,2020
2528,英飞拓,58389655.96,20964266.0,79353921.96,0.0138,2021
2528,英飞拓,50254944.83,16023434.62,66278379.45,0.0152,2022
2528,英飞拓,26969619.07,10695657.1,37665276.17,0.0125,2023
2532,新界泵业,401768.91,3435927.78,3837696.69,0.0038,2010
2532,新界泵业,2469209.86,5553155.07,8022364.93,0.0077,2011
2532,新界泵业,2454668.17,5485784.86,7940453.03,0.0062,2012
2532,新界泵业,2920122.24,5752941.8,8673064.04,0.0061,2013
2532,新界泵业,3923662.93,4799228.71,8722891.64,0.0054,2015
2532,新界泵业,3813035.34,5457639.05,9270674.39,0.004,2016
2532,新界泵业,9215956.07,6924153.75,16140109.82,0.0081,2017
2532,新界泵业,10193668.43,5796030.1,15989698.53,0.0081,2018
2532,新界泵业,9640652.17,5397832.63,15038484.8,0.0076,2019
2532,天山铝业,5632441.72,8763250.67,14395692.39,0.0003,2020
2532,天山铝业,5154806.52,6654340.04,11809146.56,0.0002,2021
2532,天山铝业,5296868.4,5693187.51,10990055.91,0.0002,2022
2532,天山铝业,5265562.09,10204947.31,15470509.4,0.0003,2023
2533,金杯电工,177549.88,2471808.6,2649358.48,0.0011,2010
2533,金杯电工,564529.94,2421422.39,2985952.33,0.0014,2011
2533,金杯电工,487274.65,2351893.19,2839167.84,0.0012,2012
2533,金杯电工,683279.46,2544556.89,3227836.35,0.0012,2013
2533,金杯电工,568755.6,3562093.12,4130848.72,0.0015,2015
2533,金杯电工,1201691.24,5726220.7,6927911.94,0.0022,2016
2533,金杯电工,1281065.67,8439744.57,9720810.24,0.0028,2017
2533,金杯电工,1534754.69,8934114.61,10468869.3,0.0025,2018
2533,金杯电工,1134879.74,7887402.14,9022281.88,0.002,2019
2533,金杯电工,7734700.01,9823033.85,17557733.86,0.0027,2020
2533,金杯电工,10551689.04,11914600.77,22466289.81,0.003,2021
2533,金杯电工,12479310.88,13131089.26,25610400.14,0.0034,2022
2533,金杯电工,18932097.22,13083947.83,32016045.05,0.0036,2023
2535,林州重机,362097.19,3336840.22,3698937.41,0.0009,2023
2536,西泵股份,30096.06,3105504.06,3135600.12,0.0027,2010
2536,西泵股份,923843.74,2661887.13,3585730.87,0.0021,2011
2540,亚太科技,919066.77,4248821.45,5167888.22,0.0062,2010
2540,亚太科技,1169699.32,6313175.61,7482874.93,0.0032,2011
2540,亚太科技,2291161.89,5978293.42,8269455.31,0.0036,2012
2543,万和电气,2178163.27,7441919.1,9620082.37,0.0074,2010
2543,万和电气,6565450.73,11690990.58,18256441.31,0.0066,2011
2543,万和电气,10223346.32,15207816.06,25431162.38,0.0081,2012
2543,万和电气,13309396.72,16596772.48,29906169.2,0.0084,2013
2543,万和电气,15485983.26,17226347.35,32712330.61,0.0077,2015
2543,万和电气,19261186.22,15317308.93,34578495.15,0.0068,2016
2543,万和电气,26506918.47,19915530.34,46422448.81,0.0071,2017
2543,万和电气,27011250.06,25683932.76,52695182.82,0.0078,2018
2543,万和电气,27439554.65,28590269.54,56029824.19,0.008,2019
2543,万和电气,27336201.14,24090478.16,51426679.3,0.0066,2020
2543,万和电气,27968595.68,23427878.05,51396473.73,0.0063,2021
2543,万和电气,25746715.46,21260162.31,47006877.77,0.0068,2022
2543,万和电气,24342708.72,19250984.45,43593693.17,0.0052,2023
2544,杰赛科技,3529202.08,9079599.65,12608801.73,0.0143,2010
2544,杰赛科技,3428885.96,18451948.93,21880834.89,0.0122,2012
2544,杰赛科技,7952171.17,20799089.27,28751260.44,0.0139,2013
2544,杰赛科技,22435506.2,27375831.79,49811337.99,0.0142,2015
2544,杰赛科技,24300017.05,31480483.26,55780500.31,0.0147,2016
2544,杰赛科技,36555877.91,42838032.04,79393909.95,0.0112,2018
2544,杰赛科技,69063225.74,41869793.16,110933018.9,0.0144,2019
2544,杰赛科技,57414020.84,52399377.92,109813398.8,0.0121,2020
2544,杰赛科技,49295287.21,66425659.61,115720946.8,0.0133,2021
2544,普天科技,48973819.94,94590593.01,143564413.0,0.0146,2022
2544,普天科技,62935428.55,98689604.15,161625032.7,0.0159,2023
2545,东方铁塔,94628.83,2211346.43,2305975.26,0.0012,2010
2545,东方铁塔,75703.05,3110171.67,3185874.72,0.001,2011
2545,东方铁塔,56777.28,2786753.05,2843530.33,0.0008,2012
2545,东方铁塔,209080.12,20468623.04,20677703.16,0.0049,2013
2546,新联电子,1813815.83,3778965.32,5592781.15,0.0137,2010
2546,新联电子,1215297.91,3788237.93,5003535.84,0.0044,2011
2546,新联电子,2321024.23,9130780.19,11451804.42,0.0086,2012
2546,新联电子,9645227.75,5684630.58,15329858.33,0.0044,2020
2546,新联电子,9927877.38,5094109.34,15021986.72,0.0042,2021
2546,新联电子,8437803.01,5186819.96,13624622.97,0.0038,2022
2546,新联电子,8361400.73,4871471.85,13232872.58,0.0037,2023
2547,春兴精工,11301299.52,14493372.66,25794672.18,0.0042,2021
2547,春兴精工,8224623.33,9440822.91,17665446.24,0.0031,2022
2547,春兴精工,6518393.32,7445881.82,13964275.14,0.0028,2023
2548,金新农,369121.91,3722615.6,4091737.51,0.0113,2010
2548,金新农,1367671.91,4641081.8,6008753.71,0.0065,2011
2548,金新农,1476212.24,4999012.11,6475224.35,0.0067,2012
2548,金新农,1335793.36,11533582.64,12869376.0,0.0127,2013
2548,金新农,29713500.0,16297389.02,46010889.02,0.0188,2015
2548,金新农,30493183.48,27242254.74,57735438.22,0.0169,2016
2548,金新农,35648009.17,37131371.64,72779380.81,0.0207,2017
2548,金新农,27745893.62,29722256.62,57468150.24,0.0142,2018
2548,金新农,19873772.5,24489286.1,44363058.6,0.0107,2019
2548,金新农,39703016.73,36858447.73,76561464.46,0.0124,2020
2548,金新农,45773315.14,42945622.29,88718937.43,0.0152,2021
2548,金新农,49524753.79,32492361.84,82017115.63,0.0118,2022
2548,金新农,45305515.09,30920180.38,76225695.47,0.0127,2023
2549,凯美特气,513839.48,983007.59,1496847.07,0.0042,2010
2549,凯美特气,558691.12,959447.96,1518139.08,0.002,2011
2549,凯美特气,549703.28,1429615.72,1979319.0,0.0022,2012
2549,凯美特气,1625771.2,1780003.21,3405774.41,0.0032,2013
2549,凯美特气,1947846.42,19144871.99,21092718.41,0.0176,2015
2549,凯美特气,1821176.13,3807666.42,5628842.55,0.0047,2017
2549,凯美特气,1338739.82,5079633.08,6418372.9,0.0039,2020
2549,凯美特气,1500198.16,5520681.15,7020879.31,0.0042,2021
2549,凯美特气,1685603.02,4336685.08,6022288.1,0.0027,2022
2549,凯美特气,1748193.89,3540428.23,5288622.12,0.0018,2023
2550,千红制药,423671.66,6894169.05,7317840.71,0.0039,2011
2550,千红制药,1254440.39,8596920.8,9851361.19,0.0051,2012
2550,千红制药,1399625.38,11389906.29,12789531.67,0.0062,2013
2550,千红制药,2029264.48,7909979.8,9939244.28,0.0035,2015
2550,千红制药,2401295.28,38221408.58,40622703.86,0.0134,2016
2550,千红制药,2438912.91,30775250.29,33214163.2,0.0109,2017
2550,千红制药,6033745.42,30913460.25,36947205.67,0.0116,2018
2550,千红制药,7411070.93,25134176.69,32545247.62,0.0111,2019
2550,千红制药,6244247.51,22614424.96,28858672.47,0.0118,2020
2550,千红制药,4331473.1,14993554.8,19325027.9,0.0077,2021
2550,千红制药,3076998.28,16310642.34,19387640.62,0.0069,2022
2550,千红制药,2669018.46,14221867.33,16890885.79,0.0061,2023
2551,尚荣医疗,350700.0,2120970.9,2471670.9,0.001,2014
2551,尚荣医疗,280560.0,1899891.54,2180451.54,0.0007,2015
2551,尚荣医疗,210420.0,1977304.98,2187724.98,0.0005,2016
2551,尚荣医疗,318244.8,2235474.02,2553718.82,0.0006,2017
2551,尚荣医疗,2226642.34,2738849.21,4965491.55,0.0012,2018
2551,尚荣医疗,1660231.25,1847224.75,3507456.0,0.0007,2019
2551,尚荣医疗,1235918.8,1214948.65,2450867.45,0.0005,2020
2551,尚荣医疗,823603.3,1387038.05,2210641.35,0.0004,2021
2551,尚荣医疗,396686.04,1514413.79,1911099.83,0.0004,2022
2552,宝鼎重工,1341829.5,2667781.15,4009610.65,0.0032,2015
2552,宝鼎科技,1094965.29,2179369.35,3274334.64,0.0028,2016
2552,宝鼎科技,575870.79,2856190.1,3432060.89,0.0038,2017
2552,宝鼎科技,270848.72,2014522.51,2285371.23,0.0031,2019
2552,宝鼎科技,162122.88,1860483.12,2022606.0,0.0027,2020
2552,宝鼎科技,69529.46,1819230.06,1888759.52,0.0024,2021
2552,宝鼎科技,1265889.68,29347080.76,30612970.44,0.0059,2022
2552,宝鼎科技,1025508.41,38235633.38,39261141.79,0.0074,2023
2555,顺荣股份,265310.69,5298998.91,5564309.6,0.0066,2011
2555,顺荣股份,169120.03,4217819.76,4386939.79,0.0053,2012
2555,顺荣股份,483209.44,2682448.87,3165658.31,0.004,2013
2555,顺荣三七,3590897.76,42946506.69,46537404.45,0.0101,2015
2555,三七互娱,27195991.42,17400696.96,44596688.38,0.0023,2023
2556,辉隆股份,7821073.58,15396882.97,23217956.55,0.0034,2016
2556,辉隆股份,6280222.26,14615008.07,20895230.33,0.0027,2017
2556,辉隆股份,5132333.27,15004824.24,20137157.51,0.0024,2018
2556,辉隆股份,3592154.5,12416905.3,16009059.8,0.002,2019
2556,辉隆股份,4340967.25,15011982.13,19352949.38,0.0021,2020
2556,辉隆股份,2491975.29,14378176.06,16870151.35,0.0015,2021
2556,辉隆股份,4196142.17,20403579.95,24599722.12,0.0021,2022
2556,辉隆股份,3158349.24,31382405.49,34540754.73,0.003,2023
2557,洽洽食品,14446708.65,15543554.41,29990263.06,0.0096,2011
2557,洽洽食品,20568492.31,16815515.57,37384007.88,0.0113,2012
2557,洽洽食品,19247683.31,20586052.25,39833735.56,0.0103,2013
2557,洽洽食品,5471758.82,17245368.5,22717127.32,0.0054,2016
2557,洽洽食品,4343756.92,17741556.17,22085313.09,0.0047,2017
2557,洽洽食品,3308496.97,15850407.85,19158904.82,0.0037,2018
2557,洽洽食品,5259566.92,20654251.85,25913818.77,0.0048,2019
2557,洽洽食品,5409256.46,17944689.82,23353946.28,0.0033,2020
2557,洽洽食品,5180672.86,20981645.2,26162318.06,0.0032,2021
2557,洽洽食品,8888500.06,24264250.76,33152750.82,0.0039,2022
2557,洽洽食品,7365662.41,21870394.33,29236056.74,0.0031,2023
2558,世纪游轮,12088486.85,142925940.5,155014427.4,0.0179,2016
2558,巨人网络,53780307.46,194017512.8,247797820.3,0.0193,2017
2558,巨人网络,61608920.1,162228750.9,223837671.0,0.021,2018
2558,巨人网络,59259612.74,129950447.0,189210059.7,0.019,2019
2558,巨人网络,30372353.13,86126322.12,116498675.3,0.0108,2020
2558,巨人网络,13596095.65,71106021.04,84702116.69,0.0071,2021
2558,巨人网络,14897862.5,60224569.77,75122432.27,0.0057,2022
2558,巨人网络,7969538.57,66995366.3,74964904.87,0.0056,2023
2560,通达股份,22592.61,1920272.1,1942864.71,0.0008,2015
2560,通达股份,218321.26,1573251.21,1791572.47,0.0007,2016
2560,通达股份,193583.33,1020501.13,1214084.46,0.0005,2017
2560,通达股份,427420.73,1000262.33,1427683.06,0.0005,2018
2560,通达股份,437370.59,2791474.55,3228845.14,0.0011,2019
2560,通达股份,1474385.55,4906182.55,6380568.1,0.0019,2020
2560,通达股份,2653584.6,10914684.19,13568268.79,0.0037,2021
2560,通达股份,3704210.65,18931863.28,22636073.93,0.0043,2022
2560,通达股份,3859054.15,15819636.49,19678690.64,0.0045,2023
2567,唐人神,384724.18,26919134.15,27303858.33,0.0132,2011
2567,唐人神,745378.11,40577798.27,41323176.38,0.0174,2012
2567,唐人神,1637106.22,47779099.93,49416206.15,0.0185,2013
2567,唐人神,3324904.15,51790573.37,55115477.52,0.0137,2015
2567,唐人神,3393502.19,50946068.64,54339570.83,0.0115,2016
2567,唐人神,3899899.57,93291581.26,97191480.83,0.0149,2018
2567,唐人神,3912312.18,150073412.1,153985724.3,0.015,2020
2567,唐人神,8481834.96,275313570.8,283795405.8,0.0154,2022
2567,唐人神,8509378.66,266492283.4,275001662.1,0.0162,2023
2569,步森股份,1319906.18,3502190.67,4822096.85,0.007,2015
2569,步森股份,542346.1,2715065.17,3257411.27,0.0052,2016
2569,步森股份,228193.91,2796861.89,3025055.8,0.0042,2017
2569,步森股份,140672.19,2964734.89,3105407.08,0.0047,2018
2572,索菲亚,1247010.49,2813781.31,4060791.8,0.0026,2011
2572,索菲亚,2430538.85,6861351.01,9291889.86,0.0053,2012
2572,索菲亚,2429696.09,11786479.29,14216175.38,0.0068,2013
2572,索菲亚,56070168.1,49371232.32,105441400.4,0.0135,2018
2572,索菲亚,63003904.79,43686154.49,106690059.3,0.0126,2019
2572,索菲亚,60982489.1,40725375.67,101707864.8,0.0094,2020
2572,索菲亚,57400622.4,35905146.24,93305768.64,0.0075,2021
2572,索菲亚,35246089.96,30685564.41,65931654.37,0.0055,2022
2572,索菲亚,33320847.16,19491319.0,52812166.16,0.0036,2023
2573,国电清新,371258.39,117745625.1,118116883.5,0.0439,2011
2575,群兴玩具,308265.15,217041.69,411040.5,0.0004,2019
2575,群兴玩具,132158.58,217041.69,187627.05,0.0002,2022
2575,群兴玩具,73457.32,217041.69,129345.72,0.0001,2023
2576,通达动力,642114.23,2291426.69,2933540.92,0.0028,2011
2576,通达动力,583460.62,3509392.79,4092853.41,0.004,2012
2576,通达动力,724794.18,4009099.2,4733893.38,0.004,2013
2576,通达动力,1333405.83,3595919.95,4929325.78,0.0044,2015
2576,通达动力,874358.02,2439951.07,3314309.09,0.0034,2016
2576,通达动力,467860.43,1816742.08,2284602.51,0.0022,2017
2576,通达动力,185731.45,2384780.41,2570511.86,0.0023,2018
2576,通达动力,341341.51,3234488.0,3575829.51,0.0027,2019
2576,通达动力,398028.99,3165206.45,3563235.44,0.0026,2020
2576,通达动力,362277.25,4077606.11,4439883.36,0.0023,2021
2576,通达动力,753094.57,5023955.0,5777049.57,0.0033,2022
2576,通达动力,1080266.69,4208818.41,5289085.1,0.0031,2023
2577,雷柏科技,6065071.02,4037558.48,10102629.5,0.0064,2011
2577,雷柏科技,6691074.79,5339539.85,12030614.64,0.0079,2012
2577,雷柏科技,5380775.68,4224758.31,9605533.99,0.0065,2013
2577,雷柏科技,4622238.09,4125819.81,8748057.9,0.0052,2015
2577,雷柏科技,2602827.88,5403370.58,8006198.46,0.0061,2016
2577,雷柏科技,7327981.46,4397434.33,11725415.79,0.009,2017
2577,雷柏科技,6436466.77,2706773.76,9143240.53,0.007,2018
2577,雷柏科技,1004100.64,561517.51,1565618.15,0.0014,2019
2577,雷柏科技,708317.32,262656.4,970973.72,0.0008,2020
2577,雷柏科技,417816.05,252347.54,670163.59,0.0006,2021
2577,雷柏科技,163092.56,246872.13,409964.69,0.0003,2022
2577,雷柏科技,45745.05,269964.07,315709.12,0.0003,2023
2578,闽发铝业,142168.41,2500347.22,2642515.63,0.0026,2011
2578,闽发铝业,161408.15,3056766.55,3218174.7,0.0028,2012
2578,闽发铝业,133060.54,2830000.84,2963061.38,0.0024,2013
2578,闽发铝业,58324.07,2597142.51,2655466.58,0.0021,2015
2578,闽发铝业,19202.1,2082251.94,2101454.04,0.0012,2016
2578,闽发铝业,22627.18,1739870.8,1762497.98,0.001,2017
2578,闽发铝业,32109.87,1998555.05,2030664.92,0.0012,2018
2578,闽发铝业,255924.1,2245068.71,2500992.81,0.0015,2019
2578,闽发铝业,191703.22,2769731.34,2961434.56,0.0016,2020
2578,闽发铝业,855859.08,3514606.2,4370465.28,0.0022,2021
2578,闽发铝业,1664364.68,5987945.44,7652310.12,0.0032,2022
2578,闽发铝业,1580634.32,8166913.98,9747548.3,0.0037,2023
2579,中京电子,944551.8,2414481.81,3359033.61,0.0042,2011
2579,中京电子,714465.07,3326004.87,4040469.94,0.0052,2012
2579,中京电子,478242.96,2807086.97,3285329.93,0.0041,2013
2579,中京电子,5979882.02,4124979.66,10104861.68,0.008,2015
2579,中京电子,5760313.7,3935156.07,9695469.77,0.0062,2016
2579,中京电子,5373766.39,11019957.59,16393723.98,0.0059,2018
2579,中京电子,5821471.46,13947074.38,19768545.84,0.0059,2019
2579,中京电子,5620421.97,16993157.0,22613578.97,0.0044,2020
2579,中京电子,14800360.17,17124454.11,31924814.28,0.0049,2021
2579,中京电子,11627066.52,23946362.1,35573428.62,0.0054,2022
2579,中京电子,24143271.94,27604119.15,51747391.09,0.0079,2023
2580,圣阳股份,3640244.9,10172543.56,13812788.46,0.0043,2023
2582,好想你,5192802.83,23265032.82,28457835.65,0.012,2015
2582,好想你,9013236.27,42624023.6,51637259.87,0.0102,2016
2583,海能达,1258664.34,36916281.5,38174945.84,0.0166,2011
2583,海能达,17298882.18,57817879.48,75116761.66,0.0295,2012
2583,海能达,16633147.3,55834280.95,72467428.25,0.0212,2013
2583,海能达,16265906.36,51892795.46,68158701.82,0.0148,2015
2583,海能达,17432365.79,98293674.36,115726040.2,0.017,2016
2583,海能达,61256930.42,195007899.2,256264829.6,0.0184,2017
2583,海能达,77917109.99,186311889.7,264228999.7,0.0177,2018
2583,海能达,78178179.92,152417628.1,230595808.0,0.014,2019
2583,海能达,69868020.34,113026572.9,182894593.2,0.0128,2020
2583,海能达,49202452.88,90299967.1,139502420.0,0.0108,2021
2583,海能达,43103815.78,73744785.24,116848601.0,0.0102,2022
2583,海能达,33034533.5,66506767.92,99541301.42,0.0084,2023
2587,奥拓电子,878763.94,3005526.3,3884290.24,0.0069,2011
2587,奥拓电子,676529.79,3095920.9,3772450.69,0.0061,2012
2587,奥拓电子,686430.76,4733096.79,5419527.55,0.0081,2013
2587,奥拓电子,1501103.89,19115650.52,20616754.41,0.0115,2017
2587,奥拓电子,3989757.65,14472216.15,18461973.8,0.0081,2018
2587,奥拓电子,6291475.53,10760340.42,17051815.95,0.0071,2019
2587,奥拓电子,5632818.71,8231735.86,13864554.57,0.0062,2020
2587,奥拓电子,5794097.43,8239716.69,14033814.12,0.0062,2021
2587,奥拓电子,5616480.21,6293526.91,11910007.12,0.0053,2022
2587,奥拓电子,5086910.57,11208787.22,16295697.79,0.0081,2023
2588,史丹利,2418782.1,5315793.6,7734575.7,0.0022,2011
2588,史丹利,3471598.44,8547035.36,12018633.8,0.003,2012
2588,史丹利,3490006.43,10451610.9,13941617.33,0.0032,2013
2588,史丹利,2421042.21,23573089.52,25994131.73,0.0041,2015
2588,史丹利,1886560.09,33016554.21,34903114.3,0.0051,2016
2588,史丹利,1413243.03,38880706.16,40293949.19,0.0055,2017
2588,史丹利,896236.62,30541680.43,31437917.05,0.0043,2018
2588,史丹利,598191.52,25195026.24,25793217.76,0.0039,2019
2588,史丹利,438442.78,26684977.27,27123420.05,0.0038,2020
